t1,t2,q
37.38523506,37.38219223,-2.155122255
37.38219223,37.37926841,-2.155292803
37.37926841,37.37624341,-2.155672223
37.37624341,37.37240861,-2.156769893
37.37240861,37.36988288,-2.155825746
37.36988288,37.36590811,-2.157515146
37.36590811,37.36294629,-2.156880445
37.36294629,37.35922444,-2.157922328
37.35922444,37.35679323,-2.156985876
37.35679323,37.35298126,-2.158597983
37.35298126,37.35024137,-2.157888675
37.35024137,37.34750871,-2.158142164
37.34750871,37.34393984,-2.159238432
37.34393984,37.34086895,-2.159080073
37.34086895,37.33797858,-2.159191785
37.33797858,37.33458178,-2.15997327
37.33458178,37.33142037,-2.160061131
37.33142037,37.32863988,-2.159981053
37.32863988,37.3260524,-2.160052647
37.3260524,37.32302894,-2.16073486
37.32302894,37.31988987,-2.161138183
37.31988987,37.31681739,-2.16137032
37.31681739,37.31375958,-2.161648031
37.31375958,37.31155145,-2.161089343
37.31155145,37.3082731,-2.162369696
37.3082731,37.30542645,-2.162249975
37.30542645,37.3024326,-2.162668065
37.3024326,37.30032491,-2.162066807
37.30032491,37.29765275,-2.162831854
37.29765275,37.29493532,-2.163131412
37.29493532,37.29203962,-2.163568277
37.29203962,37.28982742,-2.163160344
37.28982742,37.28748961,-2.163496461
37.28748961,37.28496307,-2.163907672
37.28496307,37.2821368,-2.164447833
37.2821368,37.28009627,-2.163931053
37.28009627,37.2778567,-2.164324267
37.2778567,37.27552118,-2.164633343
37.27552118,37.27285418,-2.165187084
37.27285418,37.27023481,-2.165393241
37.27023481,37.26762315,-2.16563481
37.26762315,37.26504596,-2.165848863
37.26504596,37.26306594,-2.165496947
37.26306594,37.26079457,-2.165976725
37.26079457,37.25820196,-2.166514106
37.25820196,37.25618297,-2.166187215
37.25618297,37.25410232,-2.166440995
37.25410232,37.25203398,-2.166626698
37.25203398,37.2494704,-2.167318754
37.2494704,37.24712676,-2.167342784
37.24712676,37.24491242,-2.167436498
37.24491242,37.24292688,-2.167418427
37.24292688,37.24051512,-2.168033597
37.24051512,37.23885471,-2.16751176
37.23885471,37.23630257,-2.168561489
37.23630257,37.23474649,-2.167808302
37.23474649,37.23240071,-2.168746089
37.23240071,37.23081433,-2.168209911
37.23081433,37.22833709,-2.16925174
37.22833709,37.22627583,-2.169071491
37.22627583,37.22403621,-2.16944602
37.22403621,37.22190664,-2.169549091
37.22190664,37.21975519,-2.169773626
37.21975519,37.21764851,-2.169933589
37.21764851,37.21610853,-2.169567378
37.21610853,37.21419694,-2.170085526
37.21419694,37.21208761,-2.170465185
37.21208761,37.21006806,-2.170576129
37.21006806,37.20803294,-2.170783884
37.20803294,37.20603593,-2.170939444
37.20603593,37.20445787,-2.170710533
37.20445787,37.20285811,-2.170882408
37.20285811,37.20077643,-2.17151656
37.20077643,37.19889918,-2.171510238
37.19889918,37.19695366,-2.17175714
37.19695366,37.19546003,-2.171490403
37.19546003,37.19383872,-2.171760207
37.19383872,37.1923848,-2.171747117
37.1923848,37.19072379,-2.172092563
37.19072379,37.18925374,-2.172059664
37.18925374,37.18769346,-2.172289787
37.18769346,37.18579913,-2.172772323
37.18579913,37.18445057,-2.172406816
37.18445057,37.18289826,-2.172738903
37.18289826,37.18123062,-2.173001959
37.18123062,37.17945622,-2.173267407
37.17945622,37.17773977,-2.173378319
37.17773977,37.17617266,-2.173392322
37.17617266,37.1744192,-2.173727805
37.1744192,37.17275945,-2.173800949
37.17275945,37.17153004,-2.173528561
37.17153004,37.16972791,-2.174218278
37.16972791,37.16832759,-2.173987956
37.16832759,37.1670037,-2.174044788
37.1670037,37.1653692,-2.174481382
37.1653692,37.16387958,-2.174492042
37.16387958,37.16225933,-2.174764433
37.16225933,37.16107688,-2.174480822
37.16107688,37.15972027,-2.1747675
37.15972027,37.15812001,-2.175140252
37.15812001,37.15662075,-2.175191536
37.15662075,37.15509783,-2.17535787
37.15509783,37.15362008,-2.175457624
37.15362008,37.15213095,-2.175609635
37.15213095,37.15066995,-2.175723215
37.15066995,37.1494656,-2.17560559
37.1494656,37.14793271,-2.176048744
37.14793271,37.14693224,-2.175662195
37.14693224,37.14537509,-2.176314086
37.14537509,37.14403865,-2.17624156
37.14403865,37.14262458,-2.176446363
37.14262458,37.14126107,-2.176530371
37.14126107,37.1398973,-2.176660389
37.1398973,37.13890434,-2.176419355
37.13890434,37.13743184,-2.17699339
37.13743184,37.13616472,-2.176928134
37.13616472,37.13482561,-2.177120715
37.13482561,37.13376681,-2.176967827
37.13376681,37.13262869,-2.177147909
37.13262869,37.13130202,-2.177444767
37.13130202,37.13005921,-2.177487153
37.13005921,37.12879637,-2.177625455
37.12879637,37.12762801,-2.17765115
37.12762801,37.12664312,-2.177578868
37.12664312,37.12565959,-2.177671226
37.12565959,37.12458876,-2.177852128
37.12458876,37.12334422,-2.178127731
37.12334422,37.12217716,-2.178168696
37.12217716,37.12099023,-2.178299616
37.12099023,37.11982996,-2.178385912
37.11982996,37.11887362,-2.178292399
37.11887362,37.11765306,-2.178647622
37.11765306,37.11655242,-2.178643861
37.11655242,37.11561461,-2.178585763
37.11561461,37.11443214,-2.178919668
37.11443214,37.11335856,-2.178923306
37.11335856,37.11225316,-2.179057293
37.11225316,37.11126251,-2.179047738
37.11126251,37.11015524,-2.179258623
37.11015524,37.10931987,-2.179092101
37.10931987,37.10832615,-2.179329949
37.10832615,37.10726675,-2.179490184
37.10726675,37.10638039,-2.179417964
37.10638039,37.10529985,-2.17969649
37.10529985,37.1043117,-2.179706937
37.1043117,37.10356419,-2.179560322
37.10356419,37.10265228,-2.17979586
37.10265228,37.10188949,-2.17973352
37.10188949,37.10108407,-2.179848735
37.10108407,37.10030181,-2.179902228
37.10030181,37.09926863,-2.180227587
37.09926863,37.0984611,-2.180100255
37.0984611,37.09745466,-2.180376008
37.09745466,37.09653685,-2.180383165
37.09653685,37.09559615,-2.180493389
37.09559615,37.09468683,-2.180551528
37.09468683,37.09376738,-2.180648186
37.09376738,37.09286895,-2.180714675
37.09286895,37.09221242,-2.180558265
37.09221242,37.09139545,-2.180781186
37.09139545,37.09050288,-2.180934526
37.09050288,37.08963616,-2.180993617
37.08963616,37.08876991,-2.18107563
37.08876991,37.08791542,-2.181146299
37.08791542,37.08706779,-2.181220758
37.08706779,37.08622879,-2.181292791
37.08622879,37.08539757,-2.181364849
37.08539757,37.08457476,-2.181435541
37.08457476,37.08375967,-2.18150612
37.08375967,37.08295331,-2.181574961
37.08295331,37.08215362,-2.181645024
37.08215362,37.0813629,-2.18171215
37.0813629,37.08078897,-2.181570615
37.08078897,37.08013626,-2.181704006
37.08013626,37.07936998,-2.181879695
37.07936998,37.07864821,-2.181908099
37.07864821,37.07806283,-2.181840404
37.07806283,37.07739923,-2.181974321
37.07739923,37.07662615,-2.182146959
37.07662615,37.07606717,-2.182006419
37.07606717,37.07528073,-2.182287074
37.07528073,37.07477367,-2.182082535
37.07477367,37.07416042,-2.182236984
37.07416042,37.0736043,-2.182238211
37.0736043,37.07283786,-2.182501451
37.07283786,37.07223197,-2.182413833
37.07223197,37.07149696,-2.182600616
37.07149696,37.07082888,-2.18260363
37.07082888,37.07013676,-2.182691244
37.07013676,37.0694667,-2.182735049
37.0694667,37.06897515,-2.182620302
37.06897515,37.06836296,-2.18278773
37.06836296,37.06769029,-2.182906456
37.06769029,37.06704773,-2.182940363
37.06704773,37.06639417,-2.183012505
37.06639417,37.06576017,-2.183055151
37.06576017,37.06529422,-2.182947422
37.06529422,37.06476964,-2.183050404
37.06476964,37.06427826,-2.183067115
37.06427826,37.06377797,-2.183122788
37.06377797,37.0632289,-2.183219177
37.0632289,37.06259797,-2.183353296
37.06259797,37.06216709,-2.183213283
37.06216709,37.06165929,-2.183331204
37.06165929,37.0611956,-2.183335414
37.0611956,37.06069924,-2.183412213
37.06069924,37.06024062,-2.183421707
37.06024062,37.05972086,-2.183526496
37.05972086,37.05928136,-2.183495691
37.05928136,37.0588084,-2.183570976
37.0588084,37.05836067,-2.183590758
37.05836067,37.05775708,-2.183789227
37.05775708,37.05736458,-2.183635574
37.05736458,37.05674887,-2.183896134
37.05674887,37.05637788,-2.183710007
37.05637788,37.05587331,-2.183878887
37.05587331,37.05533077,-2.183964879
37.05533077,37.05493123,-2.183873504
37.05493123,37.05449125,-2.183951967
37.05449125,37.05407716,-2.183967945
37.05407716,37.05351737,-2.184153059
37.05351737,37.0530263,-2.184137596
37.0530263,37.0525255,-2.184194069
37.0525255,37.05211501,-2.184151413
37.05211501,37.05171126,-2.184183739
37.05171126,37.05130447,-2.184225191
37.05130447,37.05091146,-2.184250137
37.05091146,37.05043186,-2.184374116
37.05043186,37.05000284,-2.184369176
37.05000284,37.04955373,-2.184430098
37.04955373,37.04908169,-2.184495763
37.04908169,37.04864307,-2.184507271
37.04864307,37.04816137,-2.184592078
37.04816137,37.0477417,-2.1845759
37.0477417,37.04733512,-2.184602742
37.04733512,37.0469821,-2.18458787
37.0469821,37.04657589,-2.184674656
37.04657589,37.04611316,-2.184769839
